date,gold_close,gold_open,gold_high,gold_low,silver_close,silver_open,silver_high,silver_low,gpr_level,gpr_war,gpr_terrorism,gpr_economic,gpr_political,gpr_nuclear,gpr_trade,gpr_sanctions,gpr_pandemic,event_count,composite_risk,risk_regime_encoded,gpr_ma7,gpr_ma30,gpr_ma90,gpr_momentum,gpr_volatility,gpr_spike,pandemic_severity,pandemic_phase_encoded,is_pandemic,is_lockdown,is_post_pandemic,gold_return,gold_lag1,gold_lag7,gold_lag14,gold_lag30,gold_ma7,gold_ma14,gold_ma30,gold_ma60,gold_ema7,gold_ema14,gold_ema30,gold_rsi,gold_macd,gold_bb_pct,gold_volatility,gs_ratio,gs_ratio_ma7,gs_ratio_ma30,day_of_week,month,quarter,year,target
2011-04-07,1458.5,1460.7,1466.8,1454.09,39.62,39.44,39.72,39.17,38.20961071432615,34.040249912650104,0.0,0.0,35.138943829806415,0.0,0.0,0.0,0.0,1.0,22.09189426826048,1.0,38.9217478493075,30.917541326964063,23.7282948332847,7.29206938736208,11.872342798770775,0.0,0.0,0.0,0.0,0.0,0.0,0.0006861063464838,1457.5,1418.8,1419.55,1400.25,1435.5142857142855,1431.667857142857,1424.3903333333333,1392.0206666666668,1440.300733653538,1432.745317341194,1420.7934127279746,76.78031067177727,10.92506321251767,1.0355995012739,0.1220687300204638,36.81221605249874,37.6195294455105,39.63252872215591,3.0,4.0,2.0,2011.0,1495.51
2011-04-08,1475.1,1460.39,1476.85,1458.25,40.91,39.61,40.99,39.48,38.02887614682184,33.938282190970455,0.0,0.0,34.851314251442425,0.0,0.0,0.0,0.0,1.0,21.99920689692283,1.0,38.68366582272857,31.58891859275328,24.15083790158272,6.439957554068563,11.677994899566857,0.0,0.0,0.0,0.0,0.0,0.0,0.0113815563935548,1458.5,1423.88,1427.05,1409.25,1441.1857142857143,1434.45,1426.332,1393.423,1444.850550240153,1436.179275029035,1423.2260957805136,72.91446052476765,12.030738505274485,0.9697464736766976,0.1220574257212146,36.057198728917136,37.41813420177879,39.40373858558189,4.0,4.0,2.0,2011.0,1495.1
2011-04-11,1463.4,1473.55,1476.61,1459.2,40.22,40.91,41.98,39.75,37.49314518499507,33.63420803744037,0.0,0.0,34.002474926114964,0.0,0.0,0.0,0.0,1.0,21.724099681486106,1.0,38.3961493513513,32.256960484283475,24.567428403638225,5.236184700711597,11.411590073823644,0.0,0.0,0.0,0.0,0.0,0.0,-0.0079316656497863,1475.1,1432.0,1428.55,1411.65,1448.5028571428572,1437.8821428571428,1428.5269999999998,1395.3105,1452.4129126801147,1441.3687050251633,1426.5727992820596,75.53406313104475,14.084122412590204,1.075380286064464,0.1186331888521101,36.38488314271507,37.141963323442965,39.19667700352041,0.0,4.0,2.0,2011.0,1502.35
2011-04-12,1453.6,1462.15,1467.5,1443.89,40.11,40.18,40.92,39.71,37.31670035010504,33.533456616023734,0.0,0.0,33.724147905994485,0.0,0.0,0.0,0.0,1.0,21.633371463246764,1.0,38.11036108160456,32.923882624999514,24.98205840752828,4.392817725105523,11.087931032854293,0.0,0.0,0.0,0.0,0.0,0.0,-0.0066967336340031,1463.4,1428.38,1438.2,1433.85,1452.9885714285715,1440.3714285714286,1430.252,1396.9875,1455.159684510086,1444.306211021808,1428.9487477178093,66.70821747051502,14.599062825334158,0.8764984372727995,0.1235167625510319,36.2403390675642,36.90629969347986,39.01858122730408,1.0,4.0,2.0,2011.0,1504.35
2011-04-13,1457.75,1452.49,1462.3,1450.96,40.67,40.04,40.8,39.98,37.141309024508544,33.43300699594298,0.0,0.0,33.4480991297459,0.0,0.0,0.0,0.0,1.0,21.54312500899201,1.0,37.87934871008526,33.589681154658315,25.394739618911707,3.551627869850229,10.702149407842612,0.0,0.0,0.0,0.0,0.0,0.0,0.0028549807374793,1453.6,1436.94,1431.1,1434.95,1456.5914285714289,1441.4714285714283,1430.9103333333333,1398.4181666666668,1454.7697633825644,1445.5453828855668,1430.5391510923153,57.37265415549592,14.054368700583154,0.7391544404667326,0.1243831861892029,35.8433734939759,36.673780338944646,38.849215007942384,2.0,4.0,2.0,2011.0,1508.13
2011-04-14,1474.9,1459.15,1477.3,1454.8,42.12,40.63,42.22,40.43,36.96696375529193,33.33285827315088,0.0,0.0,33.17430994881994,0.0,0.0,0.0,0.0,0.0,21.453357156746947,1.0,37.64972030151448,34.2543522836341,25.80548366063717,2.71261147165783,10.247570647033662,0.0,0.0,0.0,0.0,0.0,0.0,0.0117647058823529,1457.75,1451.1,1429.65,1416.4,1459.564285714286,1443.375,1431.6703333333332,1399.8773333333334,1455.5148225369232,1447.1726651674912,1432.29468973303,63.12937235195593,13.798504429606282,0.7712376405428756,0.0895601595655301,35.016619183285854,36.45684305560133,38.66357084398496,3.0,4.0,2.0,2011.0,1507.25
2011-04-15,1486.5,1476.79,1489.9,1473.2,43.04,42.13,43.06,41.8,36.79365714704079,33.23300954630822,0.0,0.0,32.90276186731495,0.0,0.0,0.0,0.0,0.0,21.36406476807796,1.0,37.42146604615562,34.91789229222347,26.214302073382072,1.87576485481732,9.714899460100751,0.0,0.0,0.0,0.0,0.0,0.0,0.0078649399959318,1474.9,1457.5,1420.65,1429.3,1462.9642857142858,1446.607142857143,1433.6203333333333,1402.0281666666667,1460.3611169026924,1450.869643145159,1435.043419429884,69.3062547998976,14.808884223761195,0.9561148607707411,0.0955319630563991,34.53763940520446,36.18172231629186,38.45149457038858,4.0,4.0,2.0,2011.0,1507.05
2011-04-18,1495.51,1486.43,1497.64,1477.59,43.37,43.0,43.56,42.2,36.27989618678865,32.93525436853616,0.0,0.0,32.10138152385471,0.0,0.0,0.0,0.0,0.0,21.09900934842269,1.0,37.14579254222169,35.57801731035974,26.617412031013053,0.701878876428907,9.070001631016565,0.0,0.0,0.0,0.0,0.0,0.0,0.0060612176252943,1486.5,1458.5,1418.8,1433.17,1467.107142857143,1451.310714285714,1435.5269999999998,1404.428,1466.8958376770192,1455.620357392471,1438.3631988240022,77.48559979964935,16.35708623654841,1.0168821671244608,0.0973386521355927,34.48259165321651,35.841752724880195,38.262571064392354,0.0,4.0,2.0,2011.0,1526.9
2011-04-19,1495.1,1497.29,1501.31,1489.3,43.94,43.37,44.21,42.74,36.11067140221423,32.836596665977645,0.0,0.0,31.838615890450107,0.0,0.0,0.0,0.0,0.0,21.011587894081224,1.0,36.87176329299204,36.23699701483172,27.01864171325988,-0.1263256126174923,8.31053962900423,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002741539675429,1495.51,1475.1,1423.88,1428.89,1472.3942857142858,1456.7899999999995,1437.605,1407.1081666666664,1474.0493782577644,1460.9389764068085,1442.0500892250486,80.21268215833011,18.10240591906563,1.0215233410804814,0.0937167720611503,34.02594446973145,35.508949239268446,38.08571834492989,1.0,4.0,2.0,2011.0,1535.45
2011-04-20,1502.35,1497.3,1507.7,1495.16,45.25,43.92,45.42,43.79,35.94244914804741,32.738234493010786,0.0,0.0,31.578001123295508,0.0,0.0,0.0,0.0,0.0,20.92462655782112,1.0,36.650235287713805,36.89482802533374,27.418002259349294,-0.9523788772863284,7.4017973397187,0.0,0.0,0.0,0.0,0.0,0.0,0.0048491739682965,1495.1,1463.4,1432.0,1429.5,1475.2514285714285,1461.877142857143,1439.812,1409.7973333333332,1479.3120336933232,1465.4937795525673,1445.472664116009,79.12168792934247,19.23081984788564,0.9453617964389908,0.0936158332421494,33.20110497237569,35.218770059384774,37.89760481522391,2.0,4.0,2.0,2011.0,1565.6
2011-04-21,1504.35,1503.49,1510.75,1502.35,46.61,45.18,46.73,45.02,35.77522236433598,32.64016696437535,0.0,0.0,31.319519616490325,0.0,0.0,0.0,0.0,0.0,20.838122338609463,1.0,36.43002414688964,37.55150702743799,27.81550473006414,-1.776284663102004,6.279844112436448,0.0,0.0,0.0,0.0,0.0,0.0,0.001331247711918,1502.35,1453.6,1428.38,1413.45,1480.8157142857142,1466.902142857143,1442.2403333333334,1412.405,1485.0715252699922,1470.4079422788916,1449.1421696591717,78.97207808253026,20.47409777104553,0.9453529754679028,0.0939334851048785,32.275262819137524,34.76394460647915,37.68472925033191,3.0,4.0,2.0,2011.0,1545.0
2011-04-22,1508.13,1507.35,1512.95,1502.15,46.69,46.58,46.71,46.46,35.6089840454833,32.5423931974629,0.0,0.0,31.06315390824691,0.0,0.0,0.0,0.0,0.0,20.7520722576859,1.0,36.21112057845747,38.2070307719409,27.857833285823048,-2.5980467264576035,4.7980708797610765,0.0,0.0,0.0,0.0,0.0,0.0,0.0025127131319175,1504.35,1457.75,1436.94,1417.4,1488.0657142857142,1472.3285714285714,1445.2703333333334,1415.619333333333,1489.8911439524938,1474.933549975039,1452.7039651670834,81.70965856916263,21.37439702398933,0.9059754822518664,0.0926484496229927,32.30092096808739,34.1975051424182,37.4239755996223,4.0,4.0,2.0,2011.0,1536.83
2011-04-25,1507.25,1511.45,1520.1,1503.7,46.95,46.7,49.36,45.78,35.116130628342226,32.25082568058974,0.0,0.0,30.30657909400076,0.0,0.0,0.0,0.0,0.0,20.49661738745484,1.0,35.946715846036085,38.85906989097438,27.90329132784501,-3.742939262632156,2.284170494516092,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005835040745825,1508.13,1474.9,1451.1,1428.65,1495.2628571428572,1477.4135714285712,1448.294666666667,1418.499,1494.4508579643702,1479.3597433117006,1456.279838384038,80.94948265368225,22.13771527601557,0.8878787167098497,0.088980079610201,32.10330138445154,33.69144049586269,37.18424313333147,0.0,4.0,2.0,2011.0,1515.95
2011-04-26,1507.05,1505.94,1507.91,1493.0,45.53,46.89,47.15,44.62,34.95377718493116,32.15421818724361,0.0,0.0,30.05850480330257,0.0,0.0,0.0,0.0,0.0,20.41235451142119,1.0,35.683875851448995,38.60138670846787,27.949767155578847,-3.647609523536708,2.2737840768113537,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001326919887212,1507.25,1486.5,1457.5,1395.95,1499.8842857142856,1481.4242857142856,1450.9146666666668,1421.4166666666667,1497.6506434732776,1483.078444203474,1459.5682359093066,77.59756217438309,22.4132755557971,0.8446441553224879,0.0887776414645905,33.100153744783654,33.27525223888637,36.9285829493388,1.0,4.0,2.0,2011.0,1473.65
2011-04-27,1526.9,1506.59,1530.4,1503.3,47.8,45.37,48.28,44.86,34.79237797863976,32.05790008207819,0.0,0.0,29.81246112297169,0.0,0.0,0.0,0.0,0.0,20.328531207871546,1.0,35.47137325028486,38.3452545578708,27.99724827454837,-3.5528765792310466,2.2549400297712814,0.0,0.0,0.0,0.0,0.0,0.0,0.0131714276235028,1507.05,1495.51,1458.5,1401.3,1502.82,1484.9635714285712,1454.6179999999997,1424.190833333333,1500.000482604958,1486.2746516430109,1462.631575529506,75.93426148853749,22.3577940022833,0.8155511210732064,0.0834618614635402,31.943514644351467,33.06989714454054,36.67412547325061,2.0,4.0,2.0,2011.0,1495.25
2011-04-28,1535.45,1527.51,1538.85,1524.25,48.45,47.76,49.55,47.27,34.63192632099982,31.961870498229903,0.0,0.0,29.56843143146116,0.0,0.0,0.0,0.0,0.0,20.24514462804591,1.0,35.26012395296852,38.09066241540874,28.04572230502233,-3.45873609440892,2.227577741313693,0.0,0.0,0.0,0.0,0.0,0.0,0.0055995808500883,1526.9,1495.1,1475.1,1404.4,1507.3042857142857,1489.8492857142858,1458.804666666667,1427.3591666666666,1506.7253619537184,1491.691364757276,1466.777925497174,79.90033222591352,23.64301165688721,0.9387353769471308,0.089292207370452,31.69143446852425,32.70717185755982,36.37511367429104,3.0,4.0,2.0,2011.0,1513.05
2011-04-29,1565.6,1536.95,1571.3,1533.0,48.0,48.42,49.21,47.52,34.472415574929315,31.866128571431844,0.0,0.0,29.32639924327963,0.0,0.0,0.0,0.0,0.0,20.162191944258097,1.0,35.0501191568088,37.83759934253324,28.09517698103781,-3.365183767603924,2.191532297458044,0.0,0.0,0.0,0.0,0.0,0.0,0.0196359373473573,1535.45,1502.35,1463.4,1419.55,1513.0685714285714,1494.16,1463.173,1430.3966666666668,1513.9065214652887,1497.525849456306,1471.2083819185402,78.37863255901429,25.06256381752837,0.9533419075692684,0.0895835521459651,32.61666666666667,32.373670428815934,36.06388356606004,4.0,4.0,2.0,2011.0,1515.72
2011-05-02,1545.0,1567.79,1576.29,1540.89,43.93,47.9,48.16,42.58,33.99946319750825,31.580620129457227,0.0,0.0,28.612124861305105,0.0,0.0,0.0,0.0,0.0,19.915909304894747,0.0,34.7964392758334,37.589058689180646,28.1475011211042,-3.589595491672398,2.189860552941785,0.0,0.0,0.0,0.0,0.0,0.0,-0.013157894736842,1565.6,1504.35,1453.6,1427.05,1522.1042857142857,1501.4599999999998,1468.0413333333331,1434.0024999999998,1526.8298910989663,1506.602402862132,1477.2981637325988,90.95207565314924,28.294263500990382,1.0921134780412107,0.1053008016678398,35.169587980878674,32.29017924228607,35.809122426588175,0.0,5.0,2.0,2011.0,1500.25
2011-05-03,1536.83,1545.34,1551.8,1527.96,41.69,43.9,45.59,40.64,33.84365074031886,31.48602023985317,0.0,0.0,28.37792051384904,0.0,0.0,0.0,0.0,0.0,19.83466434409818,0.0,34.54424880366706,37.34200418991132,28.20075796129388,-3.4983534495924644,2.180042472727172,0.0,0.0,0.0,0.0,0.0,0.0,-0.0052880258899676,1545.0,1508.13,1457.75,1428.55,1527.9114285714288,1507.9885714285715,1471.9730000000002,1437.2675000000002,1531.3724183242246,1511.7220824805142,1481.6660241385252,83.70703643605245,28.86047534986369,0.8930706075218662,0.1194452942347515,36.863276565123535,32.70365426539195,35.66375966214655,1.0,5.0,2.0,2011.0,1502.85
2011-05-04,1515.95,1537.1,1543.46,1506.5,39.38,41.66,42.34,38.95,33.68874676582788,31.3917037246438,0.0,0.0,28.1456332444371,0.0,0.0,0.0,0.0,0.0,19.75383945125992,0.0,34.34033682330786,37.09642532217775,28.25493579011792,-3.407678556349872,2.16211413101723,0.0,0.0,0.0,0.0,0.0,0.0,-0.0135864083860933,1536.83,1507.25,1474.9,1438.2,1532.0114285714285,1513.637142857143,1475.5823333333333,1440.148,1532.7368137431683,1515.0698048164456,1485.2249903243394,78.32378223495692,28.32345642406017,0.8000972090895913,0.1231369287204446,38.495429151853735,33.35541935068283,35.58290041747099,2.0,5.0,2.0,2011.0,1494.55
2011-05-05,1473.65,1516.79,1523.69,1464.4,34.71,39.26,39.6,34.23,33.53474493676429,31.297669734979845,0.0,0.0,27.9152473608404,0.0,0.0,0.0,0.0,0.0,19.673431921701685,0.0,34.137617930712594,36.85231164464497,28.310023004163952,-3.31756670788068,2.136017873699019,0.0,0.0,0.0,0.0,0.0,0.0,-0.0279032949635541,1515.95,1507.05,1486.5,1431.1,1533.2542857142855,1516.5692857142858,1478.174,1442.698,1528.5401103073762,1515.187164174253,1487.2072490137184,64.3201004674527,25.914299642617607,0.6214389365645485,0.133587611517525,42.45606453471622,34.26858046031172,35.58460584790033,3.0,5.0,2.0,2011.0,1489.7
2011-05-06,1495.25,1474.65,1498.59,1471.05,35.65,34.76,36.43,33.22,33.38163896443837,31.203917424554767,0.0,0.0,27.686747299278657,0.0,0.0,0.0,0.0,0.0,19.593439070686305,0.0,33.93608378582668,36.60965279654054,28.366008107175013,-3.228013832102164,2.101596109575816,0.0,0.0,0.0,0.0,0.0,0.0,0.0146574831201438,1473.65,1526.9,1495.51,1429.65,1528.482857142857,1515.6514285714286,1479.5923333333335,1444.5586666666666,1514.817582730532,1509.648875617686,1486.3325877867685,46.30810779750621,20.357105017385948,0.2705274197885953,0.1688455962312672,41.94249649368864,35.605139144587795,35.71642534279352,4.0,5.0,2.0,2011.0,1486.85
2011-05-09,1513.05,1493.26,1514.31,1489.99,37.83,35.61,38.01,35.37,32.92763402158748,30.924342143628536,0.0,0.0,27.01240831371059,0.0,0.0,0.0,0.0,0.0,19.3559220373607,0.0,33.692613457339206,36.371297068071854,28.42461895743475,-3.4436630464843745,2.1001295896208605,0.0,0.0,0.0,0.0,0.0,0.0,0.0119043638187594,1495.25,1535.45,1495.1,1420.65,1523.9614285714283,1515.6328571428571,1481.779,1446.8778333333332,1509.925687047899,1507.7290255353278,1486.9079047039102,49.93033972778909,17.494264726749407,0.438892430798897,0.1757524795372979,39.99603489294211,37.03356512306453,35.83792136396452,0.0,5.0,2.0,2011.0,1497.0
2011-05-10,1515.72,1513.03,1519.65,1506.17,38.49,37.68,38.85,37.3,32.77804954743423,30.831708137682067,0.0,0.0,26.79129843483944,0.0,0.0,0.0,0.0,0.0,19.277561446510106,0.0,33.45056116769705,36.13435551875023,28.48408276502704,-3.3563059713160044,2.090848331639768,0.0,0.0,0.0,0.0,0.0,0.0,0.0017646475661743,1513.05,1565.6,1502.35,1418.8,1520.7614285714285,1516.9149999999995,1484.859,1449.3901666666668,1510.706765285924,1508.438488797284,1488.5944914976428,54.39929415224746,16.47187686681741,0.57086273406579,0.1761413341653686,39.37957911145752,38.21993661226709,35.89642535344213,1.0,5.0,2.0,2011.0,1493.6
2011-05-11,1500.25,1513.25,1526.8,1496.15,35.1,38.48,39.52,35.02,32.62933020182626,30.739351617316945,0.0,0.0,26.571998449331623,0.0,0.0,0.0,0.0,0.0,19.199602404193893,0.0,33.25482788259963,35.89881818104863,28.544388555918708,-3.269487979222376,2.073787362368438,0.0,0.0,0.0,0.0,0.0,0.0,-0.0102063705697622,1515.72,1545.0,1504.35,1423.88,1513.635714285714,1517.87,1488.0896666666663,1451.7621666666666,1511.9600739644432,1509.409356957646,1490.3445243046704,53.35205335205339,15.696138493743092,0.5739189422870822,0.1729328898631657,42.74216524216524,39.18606696152292,35.935011898536686,2.0,5.0,2.0,2011.0,1513.55
2011-05-12,1502.85,1500.25,1508.3,1479.3,34.64,35.06,35.92,32.33,32.48146997952706,30.64727175132388,0.0,0.0,26.35449354231768,0.0,0.0,0.0,0.0,0.0,19.1220423420756,0.0,33.06023063105794,35.66467516421166,28.605525457863035,-3.183205184684596,2.048891829024704,0.0,0.0,0.0,0.0,0.0,0.0,0.0017330444925844,1500.25,1536.83,1508.13,1432.0,1507.2428571428572,1517.577142857143,1490.6353333333332,1453.8478333333333,1509.0325554733322,1508.188109363293,1490.9835872529009,49.03710662282764,13.675418816912725,0.3911755804564532,0.1754963315174779,43.38481524249422,40.26786371313528,36.09340424403327,3.0,5.0,2.0,2011.0,1517.2
2011-05-13,1494.55,1506.41,1516.93,1483.03,35.38,34.58,36.47,33.92,32.33446292123202,30.55546771098343,0.0,0.0,26.138769020195205,0.0,0.0,0.0,0.0,0.0,19.04487871068949,0.0,32.86676151040139,35.43191665364166,28.66748269953066,-3.0974537324096403,2.016011092539136,0.0,0.0,0.0,0.0,0.0,0.0,-0.0055228399374521,1502.85,1515.95,1507.25,1428.38,1502.3885714285714,1517.2,1492.9969999999998,1455.8341666666668,1507.4869166049991,1507.4763614481874,1491.749162269005,48.75307009257505,12.143796063646278,0.3977679258145224,0.1754353509162866,42.24279253815715,41.19951209561681,36.27174713370118,4.0,5.0,2.0,2011.0,1526.4
2011-05-16,1489.7,1493.75,1504.9,1487.89,33.6,35.28,35.38,33.48,31.89850181863141,30.28170229387564,0.0,0.0,25.502132625369025,0.0,0.0,0.0,0.0,0.0,18.815741186227694,0.0,32.633012493525264,35.20325352675791,28.731837328682424,-3.3047517081265028,2.01473600831236,0.0,0.0,0.0,0.0,0.0,0.0,-0.0032451239503529,1494.55,1473.65,1507.05,1436.94,1499.3314285714284,1516.2928571428572,1495.2026666666668,1457.621666666667,1504.252687453749,1505.752846588429,1491.929861477492,47.10230902619329,10.143307626605292,0.292418778263111,0.1729063876402307,44.336309523809526,41.73484972223158,36.41757439999606,0.0,5.0,2.0,2011.0,1525.95
2011-05-17,1486.85,1491.2,1499.6,1473.5,33.96,33.56,34.42,33.01,31.754848729184857,30.19099331848881,0.0,0.0,25.29338509755644,0.0,0.0,0.0,0.0,0.0,18.740138155371707,0.0,32.40061388848905,34.97593639722116,28.7969702042857,-3.2210876680363043,2.0059618137825184,0.0,0.0,0.0,0.0,0.0,0.0,-0.001913136873196,1489.7,1495.25,1526.9,1451.1,1501.624285714286,1515.053571428571,1496.9613333333332,1459.0091666666667,1500.6145155903118,1503.6124670433053,1491.7859994466594,46.123598015997146,8.073485544861796,0.2417138188878577,0.1713716290776426,43.782391048292105,42.00345614924492,36.65005356821041,1.0,5.0,2.0,2011.0,1519.05
2011-05-18,1497.0,1486.3,1501.6,1486.3,35.08,33.95,35.56,33.85,31.61201968347948,30.100556062245644,0.0,0.0,25.08634627116925,0.0,0.0,0.0,0.0,0.0,18.66491908584092,0.0,32.21266898304504,34.749955822185385,28.862871046813897,-3.1379361387059106,1.9897225268339955,0.0,0.0,0.0,0.0,0.0,0.0,0.0068265124255977,1486.85,1513.05,1535.45,1457.5,1500.4242857142858,1512.1928571428573,1498.153,1460.4875,1497.1733866927336,1501.377471437531,1491.4675478694005,40.31626287538075,6.132474107088228,0.2186246129199084,0.1701325065549141,42.6738882554162,42.26629822847399,36.87805112453841,2.0,5.0,2.0,2011.0,1536.65
2011-05-19,1493.6,1498.3,1501.51,1488.4,35.0,35.01,35.8,34.53,31.4700089902122,30.010389711210216,0.0,0.0,24.88100215964393,0.0,0.0,0.0,0.0,0.0,18.59008153832692,0.0,32.02580604629904,34.52530243138158,28.929529672593425,-3.0552934411693897,1.9659659479616447,0.0,0.0,0.0,0.0,0.0,0.0,-0.0022712090848363,1497.0,1515.72,1565.6,1458.5,1498.1314285714286,1509.446428571429,1499.4696666666669,1461.9299999999998,1497.13004001955,1500.7938085791936,1491.8244802649808,40.77450933346128,5.351539515015929,0.3394299414310904,0.1718740859762393,42.67428571428571,42.64884870882742,37.069933181549416,3.0,5.0,2.0,2011.0,1538.45
2011-05-20,1513.55,1495.5,1517.55,1488.95,35.05,35.06,35.61,34.21,31.32881100150911,29.92049345388475,0.0,0.0,24.67733889090388,0.0,0.0,0.0,0.0,0.0,18.5156230913806,0.0,31.840017589110875,34.30196692653783,28.99693599298401,-2.9731559250287205,1.934548039508392,0.0,0.0,0.0,0.0,0.0,0.0,0.0133569898232459,1493.6,1500.25,1545.0,1475.1,1494.9714285714283,1504.303571428571,1500.6396666666667,1463.4858333333332,1496.2475300146623,1499.8346341019678,1491.939029925322,30.1805769654261,4.407484897125414,0.309399574130842,0.1711721403170607,43.18259629101284,43.11952108066002,37.26533550360898,4.0,5.0,2.0,2011.0,1535.35
2011-05-23,1517.2,1512.6,1518.01,1504.05,35.08,35.01,35.44,34.37,30.91003742823621,29.65241716560953,0.0,0.0,24.076297118306588,0.0,0.0,0.0,0.0,0.0,18.294498404416395,0.0,31.61552722464076,34.08253000131254,29.06652580354692,-3.172492573076326,1.9334514209446667,0.0,0.0,0.0,0.0,0.0,0.0,0.0024115490073006,1513.55,1502.85,1536.83,1463.4,1496.8714285714286,1502.0571428571427,1501.9213333333332,1465.2241666666666,1500.5731475109967,1501.6633495550386,1493.33328605937,41.311674678159,5.209066209060893,0.5309259237557138,0.177499857940923,43.24971493728621,43.18243980192396,37.50284875567883,0.0,5.0,2.0,2011.0,1540.7
2011-05-24,1526.4,1518.7,1529.45,1515.0,36.67,35.04,36.73,34.87,30.772034635581548,29.56359321665409,0.0,0.0,23.8792207570407,0.0,0.0,0.0,0.0,0.0,18.22153249756344,0.0,31.392323183833547,33.86437447749509,29.13682388833676,-3.0923398419135424,1.9251561894700573,0.0,0.0,0.0,0.0,0.0,0.0,0.0060638017400473,1517.2,1494.55,1515.95,1453.6,1498.9214285714284,1500.655,1503.7146666666667,1466.9833333333331,1504.7298606332474,1503.7349029477004,1494.8730740557444,44.43814812716045,6.068891268735115,0.5663279404909328,0.1774846730394924,41.6253067902918,43.16313975832282,37.73167648216454,1.0,5.0,2.0,2011.0,1533.9
2011-05-25,1525.95,1527.69,1534.1,1523.06,37.9,36.62,38.01,36.24,30.634816947545406,29.47503534023715,0.0,0.0,23.68375756294828,0.0,0.0,0.0,0.0,0.0,18.148933847065592,0.0,31.2117967736784,33.64749140826298,29.20782062182122,-3.012674460717573,1.9096953909842629,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002948113207547,1526.4,1489.7,1473.65,1457.75,1503.4714285714288,1501.4014285714286,1506.1413333333337,1468.5258333333331,1510.1473954749356,1506.7569158880071,1496.9070692782072,53.17070210571031,7.407285360856349,0.6572854408734858,0.1785370142039763,40.26253298153035,43.074927508627766,37.91117540625546,2.0,5.0,2.0,2011.0,1542.5
2011-05-26,1519.05,1524.26,1531.7,1515.39,37.27,37.87,38.89,36.3,30.49837896965949,29.38674273933723,0.0,0.0,23.48989433146072,0.0,0.0,0.0,0.0,0.0,18.076700135731244,0.0,31.03230109374621,33.431871915408564,29.279506468724414,-2.933492945749073,1.8870193393136043,0.0,0.0,0.0,0.0,0.0,0.0,-0.0045217733215374,1525.95,1486.85,1495.25,1474.9,1508.65,1505.137142857143,1508.4146666666668,1470.0425,1514.0980466062017,1509.3159937696062,1498.7808067443473,71.27053847405232,8.335573776497085,0.6530210594584839,0.1785469875455814,40.75798229138717,42.49295943115931,38.05848072250728,3.0,5.0,2.0,2011.0,1544.0
2011-05-27,1536.65,1523.59,1540.1,1520.0,38.05,37.21,38.24,37.19,30.36271534852051,29.29871461932032,0.0,0.0,23.29761796609536,0.0,0.0,0.0,0.0,0.0,18.00482906327227,0.0,30.853829045894923,33.217507188791224,29.35187198325365,-2.854791840270714,1.856990266341105,0.0,0.0,0.0,0.0,0.0,0.0,0.0115861887363812,1519.05,1497.0,1513.05,1486.5,1513.25,1506.837142857143,1509.8863333333334,1471.753333333333,1515.336034954651,1510.6138612669918,1500.0884966319509,60.99408721359934,8.417445626057543,0.5876114286221522,0.173362445553254,40.385019710906704,42.06090103731576,38.24985949277732,4.0,5.0,2.0,2011.0,1544.25
2011-05-30,1538.45,1537.24,1540.0,1534.39,38.09,38.02,38.4,37.77,29.9603177006818,29.03620923388984,0.0,0.0,22.73018070466528,0.0,0.0,0.0,0.0,0.0,17.79136892705069,0.0,30.63815886167629,33.00685457258766,29.42622070927516,-3.0465368719058645,1.8560599153739008,0.0,0.0,0.0,0.0,0.0,0.0,0.0011713792991245,1536.65,1493.6,1515.72,1495.51,1518.9142857142856,1508.5228571428572,1511.558,1473.5425,1520.6645262159884,1514.0853464313927,1502.4473033010972,60.92188078489448,9.78965353524154,0.8551113842841664,0.1770813506381041,40.38986610658965,41.73391981667154,38.44477216963406,0.0,5.0,2.0,2011.0,1537.55
2011-05-31,1535.35,1539.95,1542.5,1534.26,38.49,38.05,38.78,37.96,29.82769878241293,28.94923113856472,0.0,0.0,22.5441229698658,0.0,0.0,0.0,0.0,0.0,17.720925740678116,0.0,30.42371425894828,32.79742215192762,29.50121219934576,-2.969723369514689,1.8482171123386213,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020150151126134,1538.45,1513.55,1500.25,1495.1,1525.321428571429,1510.1464285714285,1512.9893333333334,1475.2971666666667,1525.110894661991,1517.333966907207,1504.770057927054,60.604646822804845,10.8967719423199,0.895948516264453,0.1623493721244908,39.88958170953494,41.40757415842925,38.64168131807983,1.0,5.0,2.0,2011.0,1544.35
2011-06-01,1540.7,1535.15,1550.64,1529.55,36.83,38.47,38.53,36.39,29.69582805850144,28.86251358651525,0.0,0.0,22.359588209350083,0.0,0.0,0.0,0.0,0.0,17.650833940703627,0.0,30.250255777557587,32.58920144894276,29.576837443715178,-2.893373390441319,1.833493966357456,0.0,0.0,0.0,0.0,0.0,0.0,0.0034845474973133,1535.35,1517.2,1502.85,1502.35,1528.435714285714,1512.6535714285717,1514.331,1477.0715000000002,1527.670670996493,1519.736104652913,1506.7429574158068,68.51265822784792,11.39269921917844,0.8566119748349066,0.1561162978399265,41.83274504480044,40.9371435039324,38.83713589273995,2.0,6.0,2.0,2011.0,1531.9
